"Título de trazado: 2271278"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 2271278, SEN S/N: 2271278)","Intensidad, lux (LGR S/N: 2271278, SEN S/N: 2271278)","Batería mala (LGR S/N: 2271278)","Acoplador adjunto (LGR S/N: 2271278)","Host conectado (LGR S/N: 2271278)","Parado (LGR S/N: 2271278)","Final de archivo (LGR S/N: 2271278)"
1574,03/02/15 04:00:00 PM,29.053,613.5,,,,,
1575,03/02/15 06:00:00 PM,28.953,322.9,,,,,
1576,03/02/15 08:00:00 PM,29.053,0.0,,,,,
1577,03/02/15 10:00:00 PM,28.655,0.0,,,,,
1578,03/03/15 12:00:00 AM,28.357,0.0,,,,,
1579,03/03/15 02:00:00 AM,27.862,0.0,,,,,
1580,03/03/15 04:00:00 AM,27.665,0.0,,,,,
1581,03/03/15 06:00:00 AM,27.468,0.0,,,,,
1582,03/03/15 08:00:00 AM,27.370,0.0,,,,,
1583,03/03/15 10:00:00 AM,27.665,538.2,,,,,
1584,03/03/15 12:00:00 PM,28.853,3961.1,,,,,
1585,03/03/15 02:00:00 PM,29.452,990.3,,,,,
1586,03/03/15 04:00:00 PM,28.655,4133.4,,,,,
1587,03/03/15 06:00:00 PM,28.853,785.8,,,,,
1588,03/03/15 08:00:00 PM,28.853,0.0,,,,,
1589,03/03/15 10:00:00 PM,28.655,0.0,,,,,
1590,03/04/15 12:00:00 AM,28.060,0.0,,,,,
1591,03/04/15 02:00:00 AM,27.961,0.0,,,,,
1592,03/04/15 04:00:00 AM,27.665,0.0,,,,,
1593,03/04/15 06:00:00 AM,27.272,0.0,,,,,
1594,03/04/15 08:00:00 AM,27.075,10.8,,,,,
1595,03/04/15 10:00:00 AM,27.075,398.3,,,,,
1596,03/04/15 12:00:00 PM,28.655,1894.5,,,,,
1597,03/04/15 02:00:00 PM,29.552,366.0,,,,,
1598,03/04/15 04:00:00 PM,29.352,2755.6,,,,,
1599,03/04/15 06:00:00 PM,29.552,1334.7,,,,,
1600,03/04/15 08:00:00 PM,29.352,0.0,,,,,
1601,03/04/15 10:00:00 PM,29.352,0.0,,,,,
1602,03/05/15 12:00:00 AM,29.053,0.0,,,,,
1603,03/05/15 02:00:00 AM,28.655,0.0,,,,,
1604,03/05/15 04:00:00 AM,27.961,0.0,,,,,
1605,03/05/15 06:00:00 AM,27.764,0.0,,,,,
1606,03/05/15 08:00:00 AM,27.665,0.0,,,,,
1607,03/05/15 10:00:00 AM,27.665,290.6,,,,,
1608,03/05/15 12:00:00 PM,29.152,1324.0,,,,,
1609,03/05/15 02:00:00 PM,29.752,387.5,,,,,
1610,03/05/15 04:00:00 PM,29.752,75.3,,,,,
1611,03/05/15 06:00:00 PM,29.452,796.5,,,,,
1612,03/05/15 08:00:00 PM,29.252,0.0,,,,,
1613,03/05/15 10:00:00 PM,28.456,0.0,,,,,
1614,03/06/15 12:00:00 AM,27.862,0.0,,,,,
1615,03/06/15 02:00:00 AM,27.272,0.0,,,,,
1616,03/06/15 04:00:00 AM,26.585,0.0,,,,,
1617,03/06/15 06:00:00 AM,26.195,0.0,,,,,
1618,03/06/15 08:00:00 AM,25.708,0.0,,,,,
1619,03/06/15 10:00:00 AM,25.222,0.0,,,,,
1620,03/06/15 12:00:00 PM,24.158,1808.3,,,,,
1621,03/06/15 02:00:00 PM,24.158,376.7,,,,,
1622,03/06/15 04:00:00 PM,24.062,2927.8,,,,,
1623,03/06/15 06:00:00 PM,23.677,979.5,,,,,
1624,03/06/15 08:00:00 PM,23.292,0.0,,,,,
1625,03/06/15 10:00:00 PM,22.621,0.0,,,,,
1626,03/07/15 12:00:00 AM,22.333,0.0,,,,,
1627,03/07/15 02:00:00 AM,21.855,0.0,,,,,
1628,03/07/15 04:00:00 AM,21.855,0.0,,,,,
1629,03/07/15 06:00:00 AM,21.473,0.0,,,,,
1630,03/07/15 08:00:00 AM,21.855,0.0,,,,,
1631,03/07/15 10:00:00 AM,21.855,0.0,,,,,
1632,03/07/15 12:00:00 PM,22.238,86.1,,,,,
1633,03/07/15 02:00:00 PM,22.812,86.1,,,,,
1634,03/07/15 04:00:00 PM,23.292,96.9,,,,,
1635,03/07/15 06:00:00 PM,23.677,0.0,,,,,
1636,03/07/15 08:00:00 PM,23.773,0.0,,,,,
1637,03/07/15 10:00:00 PM,23.581,0.0,,,,,
1638,03/08/15 12:00:00 AM,23.581,0.0,,,,,
1639,03/08/15 02:00:00 AM,23.581,0.0,,,,,
1640,03/08/15 04:00:00 AM,23.677,0.0,,,,,
1641,03/08/15 06:00:00 AM,24.158,0.0,,,,,
1642,03/08/15 08:00:00 AM,23.966,344.4,,,,,
1643,03/08/15 10:00:00 AM,24.255,1808.3,,,,,
1644,03/08/15 12:00:00 PM,25.125,8611.2,,,,,
1645,03/08/15 02:00:00 PM,26.097,14466.8,,,,,
1646,03/08/15 04:00:00 PM,26.292,14466.8,,,,,
1647,03/08/15 06:00:00 PM,26.488,2755.6,,,,,
1648,03/08/15 08:00:00 PM,26.292,0.0,,,,,
1649,03/08/15 10:00:00 PM,26.195,0.0,,,,,
1650,03/09/15 12:00:00 AM,26.292,0.0,,,,,
1651,03/09/15 02:00:00 AM,25.708,0.0,,,,,
1652,03/09/15 04:00:00 AM,25.610,0.0,,,,,
1653,03/09/15 06:00:00 AM,25.513,0.0,,,,,
1654,03/09/15 08:00:00 AM,25.610,322.9,,,,,
1655,03/09/15 10:00:00 AM,26.000,10333.4,,,,,
1656,03/09/15 12:00:00 PM,29.053,52355.9,,,,,
1657,03/09/15 02:00:00 PM,27.961,7577.8,,,,,
1658,03/09/15 04:00:00 PM,27.862,4133.4,,,,,
1659,03/09/15 06:00:00 PM,28.060,64.6,,,,,
1660,03/09/15 08:00:00 PM,28.357,0.0,,,,,
1661,03/09/15 10:00:00 PM,28.060,0.0,,,,,
1662,03/10/15 12:00:00 AM,27.862,0.0,,,,,
1663,03/10/15 02:00:00 AM,27.468,0.0,,,,,
1664,03/10/15 04:00:00 AM,27.173,0.0,,,,,
1665,03/10/15 06:00:00 AM,26.781,0.0,,,,,
1666,03/10/15 08:00:00 AM,26.683,0.0,,,,,
1667,03/10/15 10:00:00 AM,26.781,139.9,,,,,
1668,03/10/15 12:00:00 PM,27.468,785.8,,,,,
1669,03/10/15 02:00:00 PM,27.862,1377.8,,,,,
1670,03/10/15 04:00:00 PM,27.665,279.9,,,,,
1671,03/10/15 06:00:00 PM,28.357,269.1,,,,,
1672,03/10/15 08:00:00 PM,28.357,0.0,,,,,
1673,03/10/15 10:00:00 PM,27.567,0.0,,,,,
1674,03/11/15 12:00:00 AM,27.272,0.0,,,,,
1675,03/11/15 02:00:00 AM,26.977,0.0,,,,,
1676,03/11/15 04:00:00 AM,27.075,0.0,,,,,
1677,03/11/15 06:00:00 AM,26.683,0.0,,,,,
1678,03/11/15 08:00:00 AM,26.488,721.2,,,,,
1679,03/11/15 10:00:00 AM,26.683,2325.0,,,,,
1680,03/11/15 12:00:00 PM,26.585,4822.3,,,,,
1681,03/11/15 02:00:00 PM,26.781,1894.5,,,,,
1682,03/11/15 04:00:00 PM,26.977,8611.2,,,,,
1683,03/11/15 06:00:00 PM,26.781,3616.7,,,,,
1684,03/11/15 08:00:00 PM,26.390,0.0,,,,,
1685,03/11/15 10:00:00 PM,26.390,0.0,,,,,
1686,03/12/15 12:00:00 AM,26.390,0.0,,,,,
1687,03/12/15 02:00:00 AM,26.097,0.0,,,,,
1688,03/12/15 04:00:00 AM,26.292,0.0,,,,,
1689,03/12/15 06:00:00 AM,26.292,0.0,,,,,
1690,03/12/15 08:00:00 AM,25.902,10.8,,,,,
1691,03/12/15 10:00:00 AM,25.902,53.8,,,,,
1692,03/12/15 12:00:00 PM,25.708,172.2,,,,,
1693,03/12/15 02:00:00 PM,25.708,258.3,,,,,
1694,03/12/15 04:00:00 PM,25.416,322.9,,,,,
1695,03/12/15 06:00:00 PM,25.125,0.0,,,,,
1696,03/12/15 08:00:00 PM,25.319,0.0,,,,,
1697,03/12/15 10:00:00 PM,25.319,0.0,,,,,
1698,03/13/15 12:00:00 AM,25.319,0.0,,,,,
1699,03/13/15 02:00:00 AM,25.125,0.0,,,,,
1700,03/13/15 04:00:00 AM,24.738,0.0,,,,,
1701,03/13/15 06:00:00 AM,24.738,0.0,,,,,
1702,03/13/15 08:00:00 AM,24.448,0.0,,,,,
1703,03/13/15 10:00:00 AM,24.835,419.8,,,,,
1704,03/13/15 12:00:00 PM,24.931,64.6,,,,,
1705,03/13/15 02:00:00 PM,25.708,290.6,,,,,
1706,03/13/15 04:00:00 PM,26.097,462.9,,,,,
1707,03/13/15 06:00:00 PM,26.488,86.1,,,,,
1708,03/13/15 08:00:00 PM,26.195,0.0,,,,,
1709,03/13/15 10:00:00 PM,26.000,0.0,,,,,
1710,03/14/15 12:00:00 AM,26.000,0.0,,,,,
1711,03/14/15 02:00:00 AM,26.000,0.0,,,,,
1712,03/14/15 04:00:00 AM,26.000,0.0,,,,,
1713,03/14/15 06:00:00 AM,26.195,0.0,,,,,
1714,03/14/15 08:00:00 AM,26.000,0.0,,,,,
1715,03/14/15 10:00:00 AM,26.781,6544.5,,,,,
1716,03/14/15 12:00:00 PM,28.754,82667.2,,,,,
1717,03/14/15 02:00:00 PM,28.060,3272.2,,,,,
1718,03/14/15 04:00:00 PM,28.258,6200.0,,,,,
1719,03/14/15 06:00:00 PM,28.456,2325.0,,,,,
1720,03/14/15 08:00:00 PM,28.258,0.0,,,,,
1721,03/14/15 10:00:00 PM,28.060,0.0,,,,,
1722,03/15/15 12:00:00 AM,27.665,0.0,,,,,
1723,03/15/15 02:00:00 AM,27.665,0.0,,,,,
1724,03/15/15 04:00:00 AM,27.173,0.0,,,,,
1725,03/15/15 06:00:00 AM,27.272,0.0,,,,,
1726,03/15/15 08:00:00 AM,26.879,86.1,,,,,
1727,03/15/15 10:00:00 AM,26.488,3100.0,,,,,
1728,03/15/15 12:00:00 PM,26.488,2927.8,,,,,
1729,03/15/15 02:00:00 PM,26.292,7233.4,,,,,
1730,03/15/15 04:00:00 PM,26.292,2755.6,,,,,
1731,03/15/15 06:00:00 PM,26.097,753.5,,,,,
1732,03/15/15 08:00:00 PM,26.000,0.0,,,,,
1733,03/15/15 10:00:00 PM,25.708,0.0,,,,,
1734,03/16/15 12:00:00 AM,25.902,0.0,,,,,
1735,03/16/15 02:00:00 AM,25.902,0.0,,,,,
1736,03/16/15 04:00:00 AM,25.513,0.0,,,,,
1737,03/16/15 06:00:00 AM,25.513,0.0,,,,,
1738,03/16/15 08:00:00 AM,24.931,204.5,,,,,
1739,03/16/15 10:00:00 AM,25.222,3616.7,,,,,
1740,03/16/15 12:00:00 PM,25.513,1377.8,,,,,
1741,03/16/15 02:00:00 PM,25.902,8611.2,,,,,
1742,03/16/15 04:00:00 PM,26.195,1550.0,,,,,
1743,03/16/15 06:00:00 PM,26.488,10.8,,,,,
1744,03/16/15 08:00:00 PM,26.292,0.0,,,,,
1745,03/16/15 10:00:00 PM,25.902,0.0,,,,,
1746,03/17/15 12:00:00 AM,25.708,0.0,,,,,
1747,03/17/15 02:00:00 AM,25.902,0.0,,,,,
1748,03/17/15 04:00:00 AM,25.902,0.0,,,,,
1749,03/17/15 06:00:00 AM,25.610,0.0,,,,,
1750,03/17/15 08:00:00 AM,25.610,904.2,,,,,
1751,03/17/15 10:00:00 AM,26.292,49600.3,,,,,
1752,03/17/15 12:00:00 PM,26.977,118.4,,,,,
1753,03/17/15 02:00:00 PM,27.764,290.6,,,,,
1754,03/17/15 04:00:00 PM,27.862,6200.0,,,,,
1755,03/17/15 06:00:00 PM,27.764,2152.8,,,,,
1756,03/17/15 08:00:00 PM,27.665,0.0,,,,,
1757,03/17/15 10:00:00 PM,27.075,0.0,,,,,
1758,03/18/15 12:00:00 AM,27.075,0.0,,,,,
1759,03/18/15 02:00:00 AM,26.879,0.0,,,,,
1760,03/18/15 04:00:00 AM,26.781,0.0,,,,,
1761,03/18/15 06:00:00 AM,26.683,0.0,,,,,
1762,03/18/15 08:00:00 AM,26.488,2238.9,,,,,
1763,03/18/15 10:00:00 AM,26.781,2755.6,,,,,
1764,03/18/15 12:00:00 PM,28.655,66133.8,,,,,
1765,03/18/15 02:00:00 PM,28.258,624.3,,,,,
1766,03/18/15 04:00:00 PM,28.456,5511.1,,,,,
1767,03/18/15 06:00:00 PM,28.555,947.2,,,,,
1768,03/18/15 08:00:00 PM,28.555,0.0,,,,,
1769,03/18/15 10:00:00 PM,27.764,0.0,,,,,
1770,03/19/15 12:00:00 AM,27.862,0.0,,,,,
1771,03/19/15 02:00:00 AM,27.665,0.0,,,,,
1772,03/19/15 04:00:00 AM,27.665,0.0,,,,,
1773,03/19/15 06:00:00 AM,27.370,0.0,,,,,
1774,03/19/15 08:00:00 AM,27.370,53.8,,,,,
1775,03/19/15 10:00:00 AM,27.468,549.0,,,,,
1776,03/19/15 12:00:00 PM,28.853,2238.9,,,,,
1777,03/19/15 02:00:00 PM,29.452,1550.0,,,,,
1778,03/19/15 04:00:00 PM,29.652,559.7,,,,,
1779,03/19/15 06:00:00 PM,29.853,118.4,,,,,
1780,03/19/15 08:00:00 PM,29.352,0.0,,,,,
1781,03/19/15 10:00:00 PM,29.252,0.0,,,,,
1782,03/20/15 12:00:00 AM,28.853,0.0,,,,,
1783,03/20/15 02:00:00 AM,28.357,0.0,,,,,
1784,03/20/15 04:00:00 AM,28.060,0.0,,,,,
1785,03/20/15 06:00:00 AM,27.862,0.0,,,,,
1786,03/20/15 08:00:00 AM,27.567,0.0,,,,,
1787,03/20/15 10:00:00 AM,28.060,344.4,,,,,
1788,03/20/15 12:00:00 PM,29.252,1377.8,,,,,
1789,03/20/15 02:00:00 PM,30.154,1463.9,,,,,
1790,03/20/15 04:00:00 PM,30.457,215.3,,,,,
1791,03/20/15 06:00:00 PM,30.558,118.4,,,,,
1792,03/20/15 08:00:00 PM,30.356,0.0,,,,,
1793,03/20/15 10:00:00 PM,30.154,0.0,,,,,
1794,03/21/15 12:00:00 AM,29.652,0.0,,,,,
1795,03/21/15 02:00:00 AM,29.152,0.0,,,,,
1796,03/21/15 04:00:00 AM,29.053,0.0,,,,,
1797,03/21/15 06:00:00 AM,28.853,0.0,,,,,
1798,03/21/15 08:00:00 AM,28.754,21.5,,,,,
1799,03/21/15 10:00:00 AM,28.754,441.3,,,,,
1800,03/21/15 12:00:00 PM,29.953,839.6,,,,,
1801,03/21/15 02:00:00 PM,30.659,2325.0,,,,,
1802,03/21/15 04:00:00 PM,30.659,516.7,,,,,
1803,03/21/15 06:00:00 PM,30.760,129.2,,,,,
1804,03/21/15 08:00:00 PM,30.457,0.0,,,,,
1805,03/21/15 10:00:00 PM,29.853,0.0,,,,,
1806,03/22/15 12:00:00 AM,29.452,0.0,,,,,
1807,03/22/15 02:00:00 AM,29.152,0.0,,,,,
1808,03/22/15 04:00:00 AM,29.053,0.0,,,,,
1809,03/22/15 06:00:00 AM,28.853,0.0,,,,,
1810,03/22/15 08:00:00 AM,28.456,75.3,,,,,
1811,03/22/15 10:00:00 AM,28.754,215.3,,,,,
1812,03/22/15 12:00:00 PM,30.154,4477.8,,,,,
1813,03/22/15 02:00:00 PM,31.268,27555.7,,,,,
1814,03/22/15 04:00:00 PM,30.862,5166.7,,,,,
1815,03/22/15 06:00:00 PM,30.760,2152.8,,,,,
1816,03/22/15 08:00:00 PM,30.255,0.0,,,,,
1817,03/22/15 10:00:00 PM,29.752,0.0,,,,,
1818,03/23/15 12:00:00 AM,29.452,0.0,,,,,
1819,03/23/15 02:00:00 AM,29.152,0.0,,,,,
1820,03/23/15 04:00:00 AM,29.053,0.0,,,,,
1821,03/23/15 06:00:00 AM,28.853,0.0,,,,,
1822,03/23/15 08:00:00 AM,28.456,32.3,,,,,
1823,03/23/15 10:00:00 AM,28.853,344.4,,,,,
1824,03/23/15 12:00:00 PM,29.853,258.3,,,,,
1825,03/23/15 02:00:00 PM,30.659,775.0,,,,,
1826,03/23/15 04:00:00 PM,30.760,570.5,,,,,
1827,03/23/15 06:00:00 PM,30.457,64.6,,,,,
1828,03/23/15 08:00:00 PM,29.652,0.0,,,,,
1829,03/23/15 10:00:00 PM,29.152,0.0,,,,,
1830,03/24/15 12:00:00 AM,28.853,0.0,,,,,
1831,03/24/15 02:00:00 AM,28.754,0.0,,,,,
1832,03/24/15 04:00:00 AM,28.456,0.0,,,,,
1833,03/24/15 06:00:00 AM,28.357,0.0,,,,,
1834,03/24/15 08:00:00 AM,28.258,107.6,,,,,
1835,03/24/15 10:00:00 AM,28.456,366.0,,,,,
1836,03/24/15 12:00:00 PM,30.558,33066.9,,,,,
1837,03/24/15 02:00:00 PM,30.356,22044.6,,,,,
1838,03/24/15 04:00:00 PM,30.356,592.0,,,,,
1839,03/24/15 06:00:00 PM,30.457,3616.7,,,,,
1840,03/24/15 08:00:00 PM,30.054,0.0,,,,,
1841,03/24/15 10:00:00 PM,29.552,0.0,,,,,
1842,03/25/15 12:00:00 AM,28.953,0.0,,,,,
1843,03/25/15 02:00:00 AM,28.953,0.0,,,,,
1844,03/25/15 04:00:00 AM,28.853,0.0,,,,,
1845,03/25/15 06:00:00 AM,28.456,0.0,,,,,
1846,03/25/15 08:00:00 AM,28.258,1377.8,,,,,
1847,03/25/15 10:00:00 AM,28.655,570.5,,,,,
1848,03/25/15 12:00:00 PM,30.558,2755.6,,,,,
1849,03/25/15 02:00:00 PM,31.676,624.3,,,,,
1850,03/25/15 04:00:00 PM,31.166,1980.6,,,,,
1851,03/25/15 06:00:00 PM,31.064,129.2,,,,,
1852,03/25/15 08:00:00 PM,31.064,0.0,,,,,
1853,03/25/15 10:00:00 PM,30.457,0.0,,,,,
1854,03/26/15 12:00:00 AM,30.154,0.0,,,,,
1855,03/26/15 02:00:00 AM,29.652,0.0,,,,,
1856,03/26/15 04:00:00 AM,29.252,0.0,,,,,
1857,03/26/15 06:00:00 AM,28.953,0.0,,,,,
1858,03/26/15 08:00:00 AM,28.655,1722.2,,,,,
1859,03/26/15 10:00:00 AM,28.853,538.2,,,,,
1860,03/26/15 12:00:00 PM,32.291,104711.8,,,,,
1861,03/26/15 02:00:00 PM,31.880,5166.7,,,,,
1862,03/26/15 04:00:00 PM,31.574,3788.9,,,,,
1863,03/26/15 06:00:00 PM,31.574,979.5,,,,,
1864,03/26/15 08:00:00 PM,31.370,0.0,,,,,
1865,03/26/15 10:00:00 PM,30.862,0.0,,,,,
1866,03/27/15 12:00:00 AM,30.862,0.0,,,,,
1867,03/27/15 02:00:00 AM,30.457,0.0,,,,,
1868,03/27/15 04:00:00 AM,30.054,0.0,,,,,
1869,03/27/15 06:00:00 AM,29.652,0.0,,,,,
1870,03/27/15 08:00:00 AM,28.853,32.3,,,,,
1871,03/27/15 10:00:00 AM,28.258,215.3,,,,,
1872,03/27/15 12:00:00 PM,27.961,43.1,,,,,
1873,03/27/15 02:00:00 PM,27.764,0.0,,,,,
1874,03/27/15 04:00:00 PM,27.468,10.8,,,,,
1875,03/27/15 06:00:00 PM,27.272,150.7,,,,,
1876,03/27/15 08:00:00 PM,26.683,0.0,,,,,
1877,03/27/15 10:00:00 PM,26.488,0.0,,,,,
1878,03/28/15 12:00:00 AM,26.097,0.0,,,,,
1879,03/28/15 02:00:00 AM,26.195,0.0,,,,,
1880,03/28/15 04:00:00 AM,25.902,0.0,,,,,
1881,03/28/15 06:00:00 AM,25.902,0.0,,,,,
1882,03/28/15 08:00:00 AM,26.097,53.8,,,,,
1883,03/28/15 10:00:00 AM,25.902,4477.8,,,,,
1884,03/28/15 12:00:00 PM,26.488,5166.7,,,,,
1885,03/28/15 02:00:00 PM,27.075,6200.0,,,,,
1886,03/28/15 04:00:00 PM,26.879,613.5,,,,,
1887,03/28/15 06:00:00 PM,26.781,409.0,,,,,
1888,03/28/15 08:00:00 PM,27.075,0.0,,,,,
1889,03/28/15 10:00:00 PM,27.075,0.0,,,,,
1890,03/29/15 12:00:00 AM,26.879,0.0,,,,,
1891,03/29/15 02:00:00 AM,26.781,0.0,,,,,
1892,03/29/15 04:00:00 AM,26.683,0.0,,,,,
1893,03/29/15 06:00:00 AM,26.585,0.0,,,,,
1894,03/29/15 08:00:00 AM,26.488,0.0,,,,,
1895,03/29/15 10:00:00 AM,26.781,172.2,,,,,
1896,03/29/15 12:00:00 PM,27.764,139.9,,,,,
1897,03/29/15 02:00:00 PM,28.357,172.2,,,,,
1898,03/29/15 04:00:00 PM,28.456,2325.0,,,,,
1899,03/29/15 06:00:00 PM,28.655,1722.2,,,,,
1900,03/29/15 08:00:00 PM,28.258,0.0,,,,,
1901,03/29/15 10:00:00 PM,28.060,0.0,,,,,
1902,03/30/15 12:00:00 AM,27.961,0.0,,,,,
1903,03/30/15 02:00:00 AM,27.567,0.0,,,,,
1904,03/30/15 04:00:00 AM,27.370,0.0,,,,,
1905,03/30/15 06:00:00 AM,27.075,0.0,,,,,
1906,03/30/15 08:00:00 AM,26.879,64.6,,,,,
1907,03/30/15 10:00:00 AM,27.272,301.4,,,,,
1908,03/30/15 12:00:00 PM,28.258,549.0,,,,,
1909,03/30/15 02:00:00 PM,29.652,1237.9,,,,,
1910,03/30/15 04:00:00 PM,29.552,516.7,,,,,
1911,03/30/15 06:00:00 PM,29.452,64.6,,,,,
1912,03/30/15 08:00:00 PM,28.853,0.0,,,,,
1913,03/30/15 10:00:00 PM,28.456,0.0,,,,,
1914,03/31/15 12:00:00 AM,27.764,0.0,,,,,
1915,03/31/15 02:00:00 AM,27.862,0.0,,,,,
1916,03/31/15 04:00:00 AM,27.665,0.0,,,,,
1917,03/31/15 06:00:00 AM,27.468,0.0,,,,,
1918,03/31/15 08:00:00 AM,27.075,0.0,,,,,
1919,03/31/15 10:00:00 AM,27.468,193.8,,,,,
1920,03/31/15 12:00:00 PM,29.652,1259.4,,,,,
1921,03/31/15 02:00:00 PM,30.255,312.2,,,,,
1922,03/31/15 04:00:00 PM,29.953,215.3,,,,,
1923,03/31/15 06:00:00 PM,29.752,86.1,,,,,
1924,03/31/15 08:00:00 PM,29.652,0.0,,,,,
1925,03/31/15 10:00:00 PM,29.053,0.0,,,,,
1926,04/01/15 12:00:00 AM,28.655,0.0,,,,,
1927,04/01/15 02:00:00 AM,28.258,0.0,,,,,
1928,04/01/15 04:00:00 AM,27.862,0.0,,,,,
1929,04/01/15 06:00:00 AM,27.468,0.0,,,,,
1930,04/01/15 08:00:00 AM,27.272,139.9,,,,,
1931,04/01/15 10:00:00 AM,27.370,1184.0,,,,,
1932,04/01/15 12:00:00 PM,29.853,936.5,,,,,
1933,04/01/15 02:00:00 PM,31.268,7577.8,,,,,
1934,04/01/15 04:00:00 PM,30.457,613.5,,,,,
1935,04/01/15 06:00:00 PM,30.255,1463.9,,,,,
1936,04/01/15 08:00:00 PM,30.457,0.0,,,,,
1937,04/01/15 10:00:00 PM,29.953,0.0,,,,,
1938,04/02/15 12:00:00 AM,29.452,0.0,,,,,
1939,04/02/15 02:00:00 AM,28.953,0.0,,,,,
1940,04/02/15 04:00:00 AM,28.456,0.0,,,,,
1941,04/02/15 06:00:00 AM,28.060,0.0,,,,,
1942,04/02/15 08:00:00 AM,27.862,53.8,,,,,
1943,04/02/15 10:00:00 AM,28.357,1980.6,,,,,
1944,04/02/15 12:00:00 PM,31.268,57867.0,,,,,
1945,04/02/15 02:00:00 PM,31.370,17911.2,,,,,
1946,04/02/15 04:00:00 PM,31.268,6544.5,,,,,
1947,04/02/15 06:00:00 PM,31.064,2152.8,,,,,
1948,04/02/15 08:00:00 PM,31.268,0.0,,,,,
1949,04/02/15 10:00:00 PM,30.963,0.0,,,,,
1950,04/03/15 12:00:00 AM,30.356,0.0,,,,,
1951,04/03/15 02:00:00 AM,29.752,0.0,,,,,
1952,04/03/15 04:00:00 AM,29.452,0.0,,,,,
1953,04/03/15 06:00:00 AM,29.053,0.0,,,,,
1954,04/03/15 08:00:00 AM,28.754,3272.2,,,,,
1955,04/03/15 10:00:00 AM,29.252,6544.5,,,,,
1956,04/03/15 12:00:00 PM,30.457,193.8,,,,,
1957,04/03/15 02:00:00 PM,32.086,1291.7,,,,,
1958,04/03/15 04:00:00 PM,31.268,785.8,,,,,
1959,04/03/15 06:00:00 PM,31.166,635.1,,,,,
1960,04/03/15 08:00:00 PM,31.064,0.0,,,,,
1961,04/03/15 10:00:00 PM,30.760,0.0,,,,,
1962,04/04/15 12:00:00 AM,29.953,0.0,,,,,
1963,04/04/15 02:00:00 AM,29.652,0.0,,,,,
1964,04/04/15 04:00:00 AM,29.252,0.0,,,,,
1965,04/04/15 06:00:00 AM,28.853,0.0,,,,,
1966,04/04/15 08:00:00 AM,28.655,602.8,,,,,
1967,04/04/15 10:00:00 AM,29.252,4650.0,,,,,
1968,04/04/15 12:00:00 PM,30.862,4305.6,,,,,
1969,04/04/15 02:00:00 PM,32.188,2669.5,,,,,
1970,04/04/15 04:00:00 PM,31.268,495.1,,,,,
1971,04/04/15 06:00:00 PM,30.862,3272.2,,,,,
1972,04/04/15 08:00:00 PM,30.862,0.0,,,,,
1973,04/04/15 10:00:00 PM,30.457,0.0,,,,,
1974,04/05/15 12:00:00 AM,29.352,0.0,,,,,
1975,04/05/15 02:00:00 AM,29.152,0.0,,,,,
1976,04/05/15 04:00:00 AM,28.853,0.0,,,,,
1977,04/05/15 06:00:00 AM,28.555,0.0,,,,,
1978,04/05/15 08:00:00 AM,28.456,172.2,,,,,
1979,04/05/15 10:00:00 AM,29.053,4133.4,,,,,
1980,04/05/15 12:00:00 PM,30.558,4822.3,,,,,
1981,04/05/15 02:00:00 PM,31.983,1356.3,,,,,
1982,04/05/15 04:00:00 PM,30.457,3272.2,,,,,
1983,04/05/15 06:00:00 PM,30.255,1894.5,,,,,
1984,04/05/15 08:00:00 PM,30.255,0.0,,,,,
1985,04/05/15 10:00:00 PM,29.552,0.0,,,,,
1986,04/06/15 12:00:00 AM,28.953,0.0,,,,,
1987,04/06/15 02:00:00 AM,28.555,0.0,,,,,
1988,04/06/15 04:00:00 AM,28.159,0.0,,,,,
1989,04/06/15 06:00:00 AM,27.862,0.0,,,,,
1990,04/06/15 08:00:00 AM,28.060,0.0,,,,,
1991,04/06/15 10:00:00 AM,28.456,5166.7,,,,,
1992,04/06/15 12:00:00 PM,30.255,20666.8,,,,,
1993,04/06/15 02:00:00 PM,30.862,8611.2,,,,,
1994,04/06/15 04:00:00 PM,30.054,1162.5,,,,,
1995,04/06/15 06:00:00 PM,29.252,247.6,,,,,
1996,04/06/15 08:00:00 PM,28.853,0.0,,,,,
1997,04/06/15 10:00:00 PM,28.357,0.0,,,,,
1998,04/07/15 12:00:00 AM,27.665,0.0,,,,,
1999,04/07/15 02:00:00 AM,26.879,0.0,,,,,
2000,04/07/15 04:00:00 AM,26.292,0.0,,,,,
2001,04/07/15 06:00:00 AM,25.610,0.0,,,,,
2002,04/07/15 08:00:00 AM,25.319,1808.3,,,,,
2003,04/07/15 10:00:00 AM,25.708,2927.8,,,,,
2004,04/07/15 12:00:00 PM,28.060,2583.4,,,,,
2005,04/07/15 02:00:00 PM,32.188,49600.3,,,,,
2006,04/07/15 04:00:00 PM,28.853,6200.0,,,,,
2007,04/07/15 06:00:00 PM,28.357,1722.2,,,,,
2008,04/07/15 08:00:00 PM,28.655,0.0,,,,,
2009,04/07/15 10:00:00 PM,28.555,0.0,,,,,
2010,04/08/15 12:00:00 AM,28.456,0.0,,,,,
2011,04/08/15 02:00:00 AM,28.456,0.0,,,,,
2012,04/08/15 04:00:00 AM,28.258,0.0,,,,,
2013,04/08/15 06:00:00 AM,28.456,0.0,,,,,
2014,04/08/15 08:00:00 AM,27.567,2411.1,,,,,
